uid,iid,r_ui,est,diff,Erlös
55,1135,2.0,3.437525987625122,1.437525987625122,5
85,835,4.0,3.43314790725708,0.5668520927429199,5
46,264,5.0,3.4734208583831787,1.5265791416168213,5
55,619,2.5,3.937246799468994,1.4372467994689941,5
98,99,5.0,3.1029458045959473,1.8970541954040527,0
99,947,4.0,3.806148052215576,0.19385194778442383,5
22,623,4.5,3.7915334701538086,0.7084665298461914,5
103,336,1.5,3.016150951385498,1.516150951385498,0
123,1928,4.5,4.30058479309082,0.1994152069091797,5
70,110,3.5,4.1767401695251465,0.6767401695251465,5
58,418,4.0,3.2812705039978027,0.7187294960021973,0
9,621,3.5,2.580538511276245,0.9194614887237549,0
43,1554,5.0,4.249215602874756,0.7507843971252441,5
134,2293,4.0,3.382737398147583,0.617262601852417,0
26,116,3.5,3.8908843994140625,0.3908843994140625,5
119,2763,4.0,3.282813549041748,0.717186450958252,0
168,2164,5.0,4.64480447769165,0.3551955223083496,5
147,925,3.0,2.454663038253784,0.5453369617462158,0
59,480,4.0,4.074352264404297,0.07435226440429688,5
32,2532,4.0,3.756746292114258,0.2432537078857422,5
109,2543,4.0,3.3880624771118164,0.6119375228881836,0
22,1000,3.5,3.3700311183929443,0.12996888160705566,0
22,2017,2.5,3.277167320251465,0.7771673202514648,0
72,1638,3.5,3.5848846435546875,0.0848846435546875,5
79,288,3.5,3.5211915969848633,0.02119159698486328,5
144,895,5.0,4.1037726402282715,0.8962273597717285,5
98,774,5.0,3.7210426330566406,1.2789573669433594,5
148,982,5.0,4.511692523956299,0.48830747604370117,5
45,750,4.0,1.7443737983703613,2.2556262016296387,0
85,172,3.5,3.505826950073242,0.0058269500732421875,5
40,911,3.5,4.575540065765381,1.0755400657653809,5
177,2605,2.5,3.132513999938965,0.6325139999389648,0
41,183,4.0,4.35099983215332,0.3509998321533203,5
140,1709,4.5,3.8310890197753906,0.6689109802246094,5
17,1289,4.0,3.167079448699951,0.8329205513000488,0
142,1468,3.0,2.537501573562622,0.46249842643737793,0
123,2813,4.0,3.5000181198120117,0.4999818801879883,5
28,836,2.0,3.1880509853363037,1.1880509853363037,0
176,268,5.0,4.581754684448242,0.4182453155517578,5
157,1568,4.0,3.5183944702148438,0.48160552978515625,5
112,868,3.0,3.3238418102264404,0.32384181022644043,0
21,461,4.0,4.4695634841918945,0.46956348419189453,5
27,789,5.0,4.230838298797607,0.7691617012023926,5
121,723,4.5,4.383155822753906,0.11684417724609375,5
9,699,4.0,2.8981385231018066,1.1018614768981934,0
104,13,4.0,2.853532314300537,1.146467685699463,0
150,133,3.0,3.471937656402588,0.4719376564025879,5
50,792,2.0,2.77900767326355,0.7790076732635498,0
119,611,5.0,4.6598639488220215,0.3401360511779785,5
65,258,2.0,3.1935770511627197,1.1935770511627197,0
22,710,4.0,3.14664626121521,0.85335373878479,0
120,218,4.0,3.5072507858276367,0.4927492141723633,5
149,2766,3.0,3.1713132858276367,0.17131328582763672,0
140,153,3.0,2.5765068531036377,0.4234931468963623,0
120,2336,4.0,3.1485493183135986,0.8514506816864014,0
140,1090,4.0,3.163867235183716,0.8361327648162842,0
55,2796,3.5,2.6656813621520996,0.8343186378479004,0
133,575,4.0,4.205301284790039,0.20530128479003906,5
92,790,4.0,3.3662667274475098,0.6337332725524902,0
56,98,4.0,3.869243621826172,0.13075637817382812,5
26,761,3.5,3.2122881412506104,0.28771185874938965,0
47,923,3.0,3.217292070388794,0.21729207038879395,0
108,755,5.0,3.9035959243774414,1.0964040756225586,5
38,1023,4.5,4.802297592163086,0.30229759216308594,5
164,581,3.0,3.472982406616211,0.47298240661621094,5
141,2634,5.0,3.9671030044555664,1.0328969955444336,5
6,1238,2.0,1.8199973106384277,0.18000268936157227,0
142,1750,3.5,3.713947296142578,0.21394729614257812,5
66,187,2.5,3.4404244422912598,0.9404244422912598,5
154,522,4.5,3.0883350372314453,1.4116649627685547,0
137,218,3.0,4.009042739868164,1.009042739868164,5
105,984,3.0,3.533392906188965,0.5333929061889648,5
121,796,3.5,3.4872169494628906,0.012783050537109375,5
11,701,3.0,3.1016886234283447,0.10168862342834473,0
177,1980,2.5,3.0232856273651123,0.5232856273651123,0
168,1662,5.0,3.9997715950012207,1.0002284049987793,5
127,400,2.0,2.909029483795166,0.909029483795166,0
127,1746,4.0,3.9239282608032227,0.07607173919677734,5
54,1105,4.0,3.3693959712982178,0.6306040287017822,0
33,1106,4.5,3.4372100830078125,1.0627899169921875,5
89,1205,3.0,3.1075010299682617,0.10750102996826172,0
54,840,1.0,3.0352189540863037,2.0352189540863037,0
145,1561,4.0,3.936593532562256,0.06340646743774414,5
57,613,4.5,3.902092933654785,0.5979070663452148,5
176,2515,3.0,4.405072212219238,1.4050722122192383,5
95,1295,4.0,4.139949321746826,0.13994932174682617,5
114,52,4.0,3.758800506591797,0.24119949340820312,5
82,2538,1.0,2.017967462539673,1.0179674625396729,0
157,1086,2.0,1.883559226989746,0.1164407730102539,0
132,839,4.5,3.7762999534606934,0.7237000465393066,5
174,1356,4.5,4.338071346282959,0.16192865371704102,5
47,839,3.5,3.679567337036133,0.1795673370361328,5
158,1874,4.0,3.746792793273926,0.2532072067260742,5
80,1801,4.0,3.6409854888916016,0.35901451110839844,5
144,626,3.5,3.4016175270080566,0.09838247299194336,5
135,1428,5.0,3.3931996822357178,1.6068003177642822,0
65,1053,3.0,2.5047600269317627,0.4952399730682373,0
175,1122,2.0,3.0667688846588135,1.0667688846588135,0
127,1965,5.0,4.7141194343566895,0.28588056564331055,5
46,773,4.0,3.657076835632324,0.3429231643676758,5
32,1447,4.0,4.003896236419678,0.0038962364196777344,5
120,1338,3.0,3.650834560394287,0.6508345603942871,5
127,1573,3.0,3.3404808044433594,0.3404808044433594,0
124,181,4.0,3.66585636138916,0.33414363861083984,5
12,1855,3.0,4.061092853546143,1.0610928535461426,5
127,433,2.0,2.4664039611816406,0.4664039611816406,0
89,762,4.0,3.9397659301757812,0.06023406982421875,5
66,773,5.0,3.5705666542053223,1.4294333457946777,5
51,600,4.0,4.204308986663818,0.20430898666381836,5
75,831,4.5,4.629690647125244,0.12969064712524414,5
161,745,3.0,3.0290400981903076,0.029040098190307617,0
45,218,3.0,2.1547467708587646,0.8452532291412354,0
148,697,5.0,3.689302444458008,1.3106975555419922,5
179,2946,4.0,2.0954816341400146,1.9045183658599854,0
174,146,4.0,4.523376941680908,0.5233769416809082,5
57,1673,3.0,3.6896023750305176,0.6896023750305176,5
174,172,4.0,4.682663917541504,0.6826639175415039,5
142,1585,4.0,4.5871686935424805,0.5871686935424805,5
86,1224,4.0,3.7456259727478027,0.25437402725219727,5
81,524,3.0,3.2877912521362305,0.28779125213623047,0
155,803,5.0,4.353792190551758,0.6462078094482422,5
4,630,3.5,3.5761213302612305,0.07612133026123047,5
124,383,5.0,3.26369571685791,1.7363042831420898,0
19,2149,4.0,4.20103645324707,0.2010364532470703,5
46,195,4.0,3.7576427459716797,0.2423572540283203,5
32,2361,4.0,3.8487167358398438,0.15128326416015625,5
2,570,4.0,3.636622428894043,0.36337757110595703,5
177,2014,1.5,2.353576898574829,0.8535768985748291,0
156,1305,4.0,3.7957630157470703,0.2042369842529297,5
83,6,3.5,3.7271170616149902,0.22711706161499023,5
39,13,4.5,4.071042537689209,0.428957462310791,5
134,1362,4.0,3.8761672973632812,0.12383270263671875,5
32,1618,5.0,4.284877300262451,0.7151226997375488,5
122,2428,3.0,4.092087745666504,1.092087745666504,5
65,138,3.0,2.9309980869293213,0.06900191307067871,0
44,2391,4.5,3.595658302307129,0.9043416976928711,5
158,2843,3.0,3.24729323387146,0.24729323387145996,0
167,782,5.0,4.602883338928223,0.39711666107177734,5
107,26,3.0,3.4392669200897217,0.4392669200897217,5
136,306,5.0,4.792881965637207,0.20711803436279297,5
101,2283,2.0,2.9872663021087646,0.9872663021087646,0
86,625,4.5,3.9441895484924316,0.5558104515075684,5
12,1781,4.0,3.339207410812378,0.6607925891876221,0
18,711,3.5,4.39573335647583,0.8957333564758301,5
144,1732,2.5,3.56318998336792,1.06318998336792,5
52,1258,4.0,2.731713056564331,1.268286943435669,0
111,1108,4.0,3.2352404594421387,0.7647595405578613,0
64,1042,2.0,3.5306568145751953,1.5306568145751953,5
183,2484,3.5,3.1197056770324707,0.3802943229675293,0
177,2787,4.0,3.171128988265991,0.8288710117340088,0
8,951,2.5,3.594895362854004,1.094895362854004,5
11,758,3.5,3.1645805835723877,0.3354194164276123,0
70,2471,3.0,3.6178646087646484,0.6178646087646484,5
89,1986,3.0,3.582566261291504,0.5825662612915039,5
158,1258,3.0,3.3425800800323486,0.34258008003234863,0
19,751,5.0,3.6017603874206543,1.3982396125793457,5
127,2451,5.0,4.331484317779541,0.668515682220459,5
61,2280,4.0,3.6851229667663574,0.3148770332336426,5
181,436,3.0,2.844696283340454,0.1553037166595459,0
93,2513,2.5,3.021510362625122,0.5215103626251221,0
80,356,4.0,3.91574764251709,0.08425235748291016,5
71,1657,4.0,4.105838775634766,0.10583877563476562,5
21,172,3.5,4.309832572937012,0.8098325729370117,5
140,634,3.5,3.6994948387145996,0.1994948387145996,5
140,2524,2.0,2.8968253135681152,0.8968253135681152,0
0,116,4.0,4.766677379608154,0.7666773796081543,5
181,1712,4.0,3.5595340728759766,0.44046592712402344,5
8,712,3.5,3.847282886505127,0.34728288650512695,5
83,1112,3.5,3.288475513458252,0.21152448654174805,0
134,791,4.5,3.6002864837646484,0.8997135162353516,5
177,122,3.0,3.263803482055664,0.26380348205566406,0
136,1836,5.0,4.612499237060547,0.3875007629394531,5
134,39,3.5,2.9607369899749756,0.5392630100250244,0
116,281,4.0,4.084176063537598,0.08417606353759766,5
91,1215,1.0,3.272141933441162,2.272141933441162,0
39,578,5.0,4.717984199523926,0.2820158004760742,5
66,1836,3.5,3.52620267868042,0.026202678680419922,5
107,764,3.0,2.748075008392334,0.251924991607666,0
145,2208,5.0,4.0220441818237305,0.9779558181762695,5
50,1203,4.0,2.542023181915283,1.4579768180847168,0
111,752,5.0,4.103763103485107,0.8962368965148926,5
51,70,4.0,4.2426652908325195,0.24266529083251953,5
83,813,3.0,3.445723533630371,0.4457235336303711,5
20,127,3.0,3.672694206237793,0.672694206237793,5
127,1504,5.0,4.014894008636475,0.9851059913635254,5
172,2924,4.0,4.2927117347717285,0.2927117347717285,5
114,1073,4.0,4.335648536682129,0.3356485366821289,5
123,913,4.0,3.5629844665527344,0.4370155334472656,5
168,13,5.0,3.5960426330566406,1.4039573669433594,5
74,131,4.0,3.4808497428894043,0.5191502571105957,5
95,1682,4.0,4.129746913909912,0.1297469139099121,5
68,76,4.5,3.874584197998047,0.6254158020019531,5
13,1744,3.0,3.359550952911377,0.35955095291137695,0
84,2227,4.0,4.266299247741699,0.2662992477416992,5
42,2471,2.0,2.9242119789123535,0.9242119789123535,0
179,2808,4.0,3.4115185737609863,0.5884814262390137,5
19,366,1.5,3.370267629623413,1.870267629623413,0
109,1943,4.0,3.950861930847168,0.04913806915283203,5
181,2395,4.5,3.862445831298828,0.6375541687011719,5
144,672,4.5,3.8598194122314453,0.6401805877685547,5
112,1445,3.5,3.6244616508483887,0.12446165084838867,5
20,807,4.5,4.072840690612793,0.42715930938720703,5
55,116,3.0,4.3471760749816895,1.3471760749816895,5
77,1439,3.0,3.096285820007324,0.09628582000732422,0
22,850,3.5,3.0873637199401855,0.41263628005981445,0
148,1457,4.0,4.038619518280029,0.0386195182800293,5
75,1940,4.0,4.411394119262695,0.4113941192626953,5
181,533,3.5,3.7033777236938477,0.20337772369384766,5
120,796,3.0,3.01816987991333,0.018169879913330078,0
43,1356,4.0,3.7311792373657227,0.26882076263427734,5
160,910,4.0,3.663201332092285,0.33679866790771484,5
176,804,4.0,3.7755632400512695,0.22443675994873047,5
95,356,4.5,4.116420269012451,0.38357973098754883,5
95,1757,3.0,4.155370235443115,1.1553702354431152,5
154,2194,4.5,3.598235607147217,0.9017643928527832,5
69,721,2.5,3.6886215209960938,1.1886215209960938,5
140,641,4.0,3.821075439453125,0.178924560546875,5
140,799,4.0,2.903937339782715,1.0960626602172852,0
145,747,5.0,3.4719386100769043,1.5280613899230957,5
84,361,5.0,3.9297990798950195,1.0702009201049805,5
114,596,4.0,3.68731689453125,0.31268310546875,5
112,695,3.0,3.4365811347961426,0.4365811347961426,5
71,2714,2.5,2.021144151687622,0.47885584831237793,0
165,650,2.5,1.750899076461792,0.749100923538208,0
15,1007,1.0,3.4132251739501953,2.4132251739501953,5
34,998,4.0,4.166203022003174,0.16620302200317383,5
162,249,4.5,3.8786492347717285,0.6213507652282715,5
127,230,4.0,4.193384170532227,0.19338417053222656,5
52,601,4.5,3.714837074279785,0.7851629257202148,5
104,1227,4.0,2.9332361221313477,1.0667638778686523,0
133,1613,4.5,4.2575764656066895,0.24242353439331055,5
184,991,3.5,3.585801124572754,0.0858011245727539,5
180,718,3.0,2.3832359313964844,0.6167640686035156,0
70,773,3.0,4.172484397888184,1.1724843978881836,5
134,1730,3.5,3.4696900844573975,0.03030991554260254,5
175,993,5.0,3.4868645668029785,1.5131354331970215,5
98,1108,4.0,2.8789098262786865,1.1210901737213135,0
83,2041,3.5,3.182204484939575,0.3177955150604248,0
89,1287,5.0,3.447059392929077,1.5529406070709229,5
77,2337,3.0,3.4181392192840576,0.4181392192840576,5
134,1603,3.0,3.896766185760498,0.896766185760498,5
53,610,4.0,4.005185127258301,0.005185127258300781,5
165,2535,3.0,1.5709342956542969,1.4290657043457031,0
178,1557,3.5,3.2959134578704834,0.2040865421295166,0
183,803,4.5,3.666782855987549,0.8332171440124512,5
156,2230,4.0,3.7710113525390625,0.2289886474609375,5
147,2708,2.5,2.90041184425354,0.40041184425354004,0
122,2839,2.0,2.194117307662964,0.19411730766296387,0
147,922,0.5,3.01875638961792,2.51875638961792,0
170,2390,4.0,3.7092132568359375,0.2907867431640625,5
74,685,4.5,4.355580806732178,0.14441919326782227,5
127,1895,4.0,3.102318048477173,0.8976819515228271,0
135,1665,3.0,3.7482805252075195,0.7482805252075195,5
153,20,3.5,4.335207462310791,0.835207462310791,5
0,108,4.0,3.927663803100586,0.07233619689941406,5
157,292,4.0,4.322516441345215,0.32251644134521484,5
1,242,4.0,3.157010078430176,0.8429899215698242,0
35,1771,3.5,3.319758892059326,0.18024110794067383,0
173,172,4.0,3.6410417556762695,0.35895824432373047,5
177,2049,2.5,2.8349967002868652,0.33499670028686523,0
168,1392,5.0,4.352913856506348,0.6470861434936523,5
39,768,5.0,3.728304862976074,1.2716951370239258,5
127,20,5.0,4.274663925170898,0.7253360748291016,5
42,1384,4.5,3.3350942134857178,1.1649057865142822,0
85,1677,2.5,3.781370162963867,1.2813701629638672,5
165,788,4.0,2.3926336765289307,1.6073663234710693,0
154,2511,4.5,3.8159961700439453,0.6840038299560547,5
115,742,2.5,3.1025586128234863,0.6025586128234863,0
43,2179,4.0,4.061546325683594,0.06154632568359375,5
121,2320,4.5,3.7531213760375977,0.7468786239624023,5
95,137,5.0,4.095689296722412,0.9043107032775879,5
93,1231,2.0,2.255054235458374,0.255054235458374,0
12,510,3.0,3.3316562175750732,0.33165621757507324,0
178,1734,3.5,3.6254215240478516,0.12542152404785156,5
79,14,4.0,3.529848575592041,0.470151424407959,5
6,95,3.0,3.060626268386841,0.06062626838684082,0
154,2321,4.0,4.2191081047058105,0.21910810470581055,5
96,1246,2.5,3.05368971824646,0.55368971824646,0
49,2081,4.0,3.9323549270629883,0.06764507293701172,5
55,1208,4.0,3.2367734909057617,0.7632265090942383,0
111,1455,3.5,4.0013861656188965,0.5013861656188965,5
38,1374,4.0,3.457414150238037,0.5425858497619629,5
121,2919,3.5,3.367626905441284,0.13237309455871582,0
156,2364,4.0,3.487992286682129,0.5120077133178711,5
68,2455,4.5,4.426842212677002,0.07315778732299805,5
89,53,3.0,2.699679374694824,0.3003206253051758,0
25,984,4.0,4.2944183349609375,0.2944183349609375,5
32,350,4.5,4.150883674621582,0.34911632537841797,5
92,269,4.0,3.679718017578125,0.320281982421875,5
183,64,2.5,3.6708993911743164,1.1708993911743164,5
184,2091,3.5,3.6156063079833984,0.11560630798339844,5
22,105,0.5,3.6999526023864746,3.1999526023864746,5
140,1747,3.5,2.652343273162842,0.8476567268371582,0
119,1063,4.0,4.391537666320801,0.3915376663208008,5
9,1448,2.5,3.0413408279418945,0.5413408279418945,0
127,803,4.0,4.03368616104126,0.033686161041259766,5
161,755,3.0,3.682619094848633,0.6826190948486328,5
125,746,3.0,4.234994888305664,1.234994888305664,5
181,612,4.0,3.3671326637268066,0.6328673362731934,0
46,2432,3.0,3.9578475952148438,0.9578475952148438,5
179,563,1.0,3.8141632080078125,2.8141632080078125,5
141,641,4.5,4.3113322257995605,0.18866777420043945,5
144,1601,2.0,3.198377847671509,1.1983778476715088,0
157,1039,4.0,3.5594615936279297,0.4405384063720703,5
119,1255,2.0,3.7636709213256836,1.7636709213256836,5
31,1,3.5,3.755925178527832,0.25592517852783203,5
9,634,3.5,3.2318692207336426,0.2681307792663574,0
105,639,4.0,1.9852633476257324,2.0147366523742676,0
160,591,4.0,3.4268581867218018,0.5731418132781982,5
89,2188,3.0,3.551032066345215,0.5510320663452148,5
28,1392,3.0,3.0857739448547363,0.08577394485473633,0
9,1586,2.5,3.0908546447753906,0.5908546447753906,0
166,426,2.5,2.497188091278076,0.002811908721923828,0
63,2106,4.0,3.9261550903320312,0.07384490966796875,5
106,1124,3.5,3.624331474304199,0.12433147430419922,5
173,2152,3.0,3.1403465270996094,0.14034652709960938,0
95,487,3.0,3.9475526809692383,0.9475526809692383,5
75,1261,4.0,4.223609447479248,0.22360944747924805,5
96,609,2.5,3.167365550994873,0.667365550994873,0
140,2731,4.0,3.610910415649414,0.38908958435058594,5
158,1077,3.0,3.8230772018432617,0.8230772018432617,5
71,2089,3.5,3.206277847290039,0.29372215270996094,0
91,803,3.0,3.5038704872131348,0.5038704872131348,5
53,1391,4.0,4.27498197555542,0.2749819755554199,5
15,911,2.5,3.569218635559082,1.069218635559082,5
87,669,4.0,4.212525844573975,0.2125258445739746,5
142,908,4.0,3.5433521270751953,0.4566478729248047,5
9,1619,2.0,3.263878345489502,1.263878345489502,0
109,28,3.5,3.9375572204589844,0.4375572204589844,5
6,1191,1.0,2.1573095321655273,1.1573095321655273,0
134,2196,3.5,4.008456230163574,0.5084562301635742,5
181,622,4.0,3.931443691253662,0.06855630874633789,5
127,271,3.0,3.7364025115966797,0.7364025115966797,5
66,2293,3.0,2.903520345687866,0.09647965431213379,0
34,2201,5.0,4.109861850738525,0.8901381492614746,5
85,730,3.0,3.5723323822021484,0.5723323822021484,5
88,1869,3.0,2.30987811088562,0.6901218891143799,0
170,2495,4.0,3.4286890029907227,0.5713109970092773,5
134,2716,3.0,2.5261049270629883,0.4738950729370117,0
32,484,3.5,3.340801954269409,0.15919804573059082,0
43,1584,3.0,3.6970133781433105,0.6970133781433105,5
22,1301,3.0,3.291452646255493,0.29145264625549316,0
8,998,4.0,3.7133493423461914,0.2866506576538086,5
96,100,3.5,3.7402610778808594,0.24026107788085938,5
49,306,3.5,3.8222885131835938,0.32228851318359375,5
86,324,4.5,4.283725261688232,0.21627473831176758,5
98,4,5.0,3.9980974197387695,1.0019025802612305,5
35,1120,4.0,2.9700515270233154,1.0299484729766846,0
12,1075,4.0,4.108720302581787,0.10872030258178711,5
99,948,2.0,2.967168092727661,0.9671680927276611,0
107,218,3.5,3.358375072479248,0.14162492752075195,0
93,880,0.5,1.9335041046142578,1.4335041046142578,0
177,1632,3.0,3.4432532787323,0.4432532787322998,5
127,1231,3.0,3.6834192276000977,0.6834192276000977,5
63,87,4.0,3.679605484008789,0.32039451599121094,5
121,975,4.5,4.224502086639404,0.2754979133605957,5
151,1644,2.5,2.3477327823638916,0.1522672176361084,0
73,1844,3.0,3.144831657409668,0.14483165740966797,0
127,2363,4.5,4.65358829498291,0.15358829498291016,5
162,1169,4.0,4.019909381866455,0.019909381866455078,5
89,1809,3.0,3.4695911407470703,0.4695911407470703,5
151,751,1.0,2.6201839447021484,1.6201839447021484,0
178,441,2.0,2.4909489154815674,0.4909489154815674,0
149,2317,3.0,3.3136839866638184,0.31368398666381836,0
179,156,4.0,2.66483998298645,1.3351600170135498,0
50,1104,1.0,1.7879219055175781,0.7879219055175781,0
117,110,4.0,3.6423234939575195,0.35767650604248047,5
27,1726,5.0,4.245769500732422,0.7542304992675781,5
20,62,5.0,4.182377338409424,0.8176226615905762,5
64,672,4.0,4.308177947998047,0.3081779479980469,5
179,458,4.0,2.504706621170044,1.495293378829956,0
178,2737,2.0,3.6672840118408203,1.6672840118408203,5
12,761,4.0,3.1603877544403076,0.8396122455596924,0
119,1903,3.0,3.822993278503418,0.822993278503418,5
39,214,4.5,4.327943801879883,0.1720561981201172,5
22,1381,3.0,3.290998935699463,0.2909989356994629,0
147,904,2.0,3.1445600986480713,1.1445600986480713,0
134,801,4.0,3.0495636463165283,0.9504363536834717,0
38,2627,4.0,4.463640213012695,0.4636402130126953,5
156,64,4.0,3.873377799987793,0.12662220001220703,5
90,83,4.0,4.308535099029541,0.308535099029541,5
68,34,4.0,4.408483982086182,0.40848398208618164,5
62,1296,5.0,4.002813339233398,0.9971866607666016,5
58,281,4.0,3.906393527984619,0.09360647201538086,5
45,891,2.0,2.3013086318969727,0.30130863189697266,0
77,2119,5.0,3.908863067626953,1.0911369323730469,5
56,1085,5.0,3.988037109375,1.011962890625,5
13,1898,4.5,3.05338978767395,1.4466102123260498,0
131,120,0.5,2.452012062072754,1.952012062072754,0
55,289,4.5,3.8316612243652344,0.6683387756347656,5
53,1900,5.0,3.4985601902008057,1.5014398097991943,5
134,601,4.0,3.7687788009643555,0.23122119903564453,5
183,106,2.5,3.262092113494873,0.762092113494873,0
177,852,4.5,3.1987252235412598,1.3012747764587402,0
6,94,2.0,3.116513967514038,1.116513967514038,0
13,578,4.0,4.462338924407959,0.462338924407959,5
96,15,3.5,4.029582977294922,0.5295829772949219,5
135,2836,2.0,2.693483352661133,0.6934833526611328,0
58,591,5.0,3.4351253509521484,1.5648746490478516,5
93,1305,1.5,1.9664385318756104,0.46643853187561035,0
19,67,5.0,4.191346168518066,0.8086538314819336,5
57,707,2.5,3.475175380706787,0.9751753807067871,5
13,86,5.0,4.248344421386719,0.7516555786132812,5
135,424,3.5,3.7139992713928223,0.21399927139282227,5
124,33,4.0,3.5872244834899902,0.41277551651000977,5
39,800,4.5,4.553045272827148,0.05304527282714844,5
61,356,3.0,4.170399188995361,1.1703991889953613,5
140,2559,4.5,3.6137208938598633,0.8862791061401367,5
53,348,5.0,4.58189582824707,0.4181041717529297,5
34,1744,4.0,3.5455217361450195,0.45447826385498047,5
27,500,3.0,2.9841551780700684,0.01584482192993164,0
34,992,3.5,3.9458723068237305,0.44587230682373047,5
119,473,5.0,3.3211324214935303,1.6788675785064697,0
54,505,3.0,2.5204453468322754,0.4795546531677246,0
151,1029,1.0,2.471081495285034,1.4710814952850342,0
135,2416,1.5,1.4141484498977661,0.08585155010223389,0
177,180,4.0,3.4310336112976074,0.5689663887023926,5
106,617,3.0,3.1803245544433594,0.18032455444335938,0
18,61,5.0,4.63117790222168,0.3688220977783203,5
169,2821,2.0,2.6465394496917725,0.6465394496917725,0
93,1277,1.0,1.5489108562469482,0.5489108562469482,0
61,1552,4.0,3.829331874847412,0.1706681251525879,5
